date1,date2,time_delta_days,n_stable_total,n_stable_success,n_stable_valid,valid_fraction,stable_corr_median,stable_corr_q25,stable_corr_q75,stable_saturated_fraction,bias_mean_E_m,bias_mean_N_m,plane_E_a_m,plane_E_b_m_per_px,plane_E_c_m_per_px,plane_N_a_m,plane_N_b_m_per_px,plane_N_c_m_per_px,resid_nmad_E_m,resid_nmad_N_m,resid_std_E_m,resid_std_N_m,glacier_corr,glacier_dE_m_raw,glacier_dN_m_raw,glacier_speed_m_per_day_raw,bias_E_at_glacier_m,bias_N_at_glacier_m,glacier_dE_m_debiased,glacier_dN_m_debiased,glacier_speed_m_per_day_debiased,glacier_speed_sigma_m_per_day,vindex_m_per_day_raw,vindex_m_per_day_debiased,vindex_omega_base,vindex_omega_narrow,vindex_omega_wide,omega_valid_fraction,omega_corr_iqr,vindex_sigma_m_per_day,vindex_sample_n,vindex_corr_median,stable_ground_status,global_shift_row_px,global_shift_col_px,phasecorr_response,orbit_track
2025-09-13,2025-09-25,12.0,248,248,98,0.3951612903225806,0.8099971130723134,0.7952090378821595,0.8289391022990458,0.016129032258064516,-147.8003298950666,-10.000045742818502,-147.80032989506665,-5.188808387325482e-05,0.000344360666494113,-10.000045742818505,-8.840491292698543e-19,1.8078411297762865e-18,0.13008595529809772,0.0,0.7719169133831252,6.6747342852915e-16,0.6590293049812317,-147.7209953111186,-10.000045742818502,12.338257285822527,-147.7907984345356,-10.000045742818505,0.06980312341698891,3.552713678800501e-15,0.005816926951415742,0.010840496274841476,12.338257285822527,0.006874576652699934,0.006874576652699934,0.006874576652699934,0.006848041933987285,1.0,0.004343956708908081,0.010840496274841476,36,0.6717042028903961,ok,-1,-19,0.9901277899043635,Orbit2_1314UTC
2025-09-25,2025-10-07,12.0,248,248,97,0.3911290322580645,0.7978768898174167,0.7684169715503231,0.8233549874275923,0.020161290322580645,85.52268149591082,-1.9587718465314607,85.52268149591085,0.0,0.0,-1.9587718465314612,1.538282457503302e-05,-0.00468656334836967,0.0,2.079928330944873,0.0,3.638882649458939,0.5939837098121643,85.52268149591083,0.0,7.126890124659236,85.52268149591085,-2.412915842529317,-1.4210854715202004e-14,2.412915842529317,0.2010763202107764,0.17332736091207276,7.126890124659236,0.18739307618883774,0.18739307618883774,0.18700509304723612,0.18740269045419716,1.0,0.0034588277339935303,0.17332736091207276,39,0.5223343372344971,ok,-1,11,0.965795261436142,Orbit2_1314UTC
2025-10-07,2025-10-19,12.0,248,248,98,0.3951612903225806,0.8125928969529923,0.7991593515471322,0.8291125134419417,0.016129032258064516,-46.17272785771808,9.591880610458574,-46.17272785771807,0.0003185617905136914,-0.0005511919537575118,9.591880610458572,0.000428042250222896,4.911330533031949e-06,0.2841535561370336,0.253118022207359,1.8456518570534475,1.968919821757868,0.6299656629562378,-46.64873536140591,10.00004574281851,3.9757122227736903,-46.25654089025256,9.59439490699813,-0.3921944711533527,0.4056508358203814,0.04702017177979693,0.022380056531507615,3.9757122227736903,0.04812754686836623,0.04812754686836623,0.04811366657628793,0.048129132608993735,1.0,0.008165925741195679,0.022380056531507615,40,0.549536794424057,ok,1,-6,0.9826403621118516,Orbit2_1314UTC
2025-10-19,2025-10-31,12.0,248,248,98,0.3951612903225806,0.7612141413264908,0.7409088127024006,0.7841079060453922,0.016129032258064516,54.34419000435895,-0.20408256617996964,54.34419000435898,-0.00013016766921966657,0.0003629849030179345,-0.20408256617996967,-0.0003211070645817081,-0.00019844268878932642,0.13658027140064236,0.21075733644195244,0.7706769100528705,1.402489906785795,0.4576460123062134,54.42352458830692,0.0,4.5352937156922435,54.355290188827944,-0.22616999953884964,0.0682343994789747,0.22616999953884964,0.019686572193950775,0.017132898420725653,3.887394613450494,0.6413131637189967,0.6413131637189967,0.6413083757573468,0.6413184500883868,1.0,0.0028221607208251953,0.017132898420725653,37,0.44901934266090393,ok,0,7,0.9656797205097973,Orbit2_1314UTC
